Airline,Source,Destination,Duration,Total stops,Price,Date
"Aeroflot, SAUDIA",SVO,RUH,14h 05m ,1 stop ,"1,711 SAR ",2022-02-08
"Aeroflot, Egypt Air",SVO,RUH,10h 30m ,1 stop ,"1,810 SAR ",2022-02-08
"Aeroflot, SAUDIA",SVO,RUH,13h 35m ,1 stop ,"1,879 SAR ",2022-02-08
Qatar Airways,SVO,RUH,20h 30m ,1 stop ,"1,541 SAR ",2022-02-08
"Aeroflot, Egypt Air",SVO,RUH,17h 00m ,1 stop ,"1,697 SAR ",2022-02-08
"Aeroflot, Turkish Airlines",SVO,RUH,15h 20m ,1 stop ,"2,168 SAR ",2022-02-08
"Air France, SAUDIA",SVO,RUH,12h 25m ,1 stop ,"2,402 SAR ",2022-02-08
"Aeroflot, Emirates",SVO,RUH,10h 10m ,1 stop ,"2,711 SAR ",2022-02-08
"Aeroflot, Air France",SVO,RUH,12h 25m ,1 stop ,"3,754 SAR ",2022-02-08
"Nordwind Airlines, Royal Jordanian",SVO,RUH,17h 30m ,2 stops ,"1,750 SAR ",2022-02-08
"Nordwind Airlines, Egypt Air",SVO,RUH,19h 00m ,2 stops ,"1,782 SAR ",2022-02-08
Multiple Airlines,SVO,RUH,14h 40m ,2 stops ,"1,842 SAR ",2022-02-08
Multiple Airlines,SVO,RUH,16h 35m ,2 stops ,"1,855 SAR ",2022-02-08
"Finnair, Qatar Airways",SVO,RUH,13h 05m ,2 stops ,"2,346 SAR ",2022-02-08
Multiple Airlines,SVO,RUH,14h 00m ,2 stops ,"2,362 SAR ",2022-02-08
Multiple Airlines,SVO,RUH,21h 00m ,2 stops ,"2,024 SAR ",2022-02-08
"Aeroflot, Kuwait Airways",SVO,RUH,21h 15m ,2 stops ,"2,072 SAR ",2022-02-08
"Aeroflot, flydubai",SVO,RUH,19h 40m ,2 stops ,"2,107 SAR ",2022-02-08
"Qatar Airways, flynas",SVO,RUH,13h 50m ,2 stops ,"2,320 SAR ",2022-02-08
Multiple Airlines,SVO,RUH,13h 50m ,2 stops ,"2,377 SAR ",2022-02-08
Multiple Airlines,SVO,RUH,19h 15m ,3 stops ,"1,631 SAR ",2022-02-08
"Nordwind Airlines, Royal Jordanian",SVO,RUH,17h 00m ,3 stops ,"1,643 SAR ",2022-02-08
Multiple Airlines,SVO,RUH,18h 30m ,3 stops ,"1,794 SAR ",2022-02-08
"Nordwind Airlines, Egypt Air",SVO,RUH,18h 30m ,3 stops ,"1,814 SAR ",2022-02-08
Multiple Airlines,SVO,RUH,19h 20m ,3 stops ,"1,818 SAR ",2022-02-08
"Nordwind Airlines, Egypt Air",SVO,RUH,18h 30m ,3 stops ,"2,025 SAR ",2022-02-08
Multiple Airlines,SVO,RUH,19h 10m ,3 stops ,"2,082 SAR ",2022-02-08
Multiple Airlines,SVO,RUH,16h 40m ,3 stops ,"2,219 SAR ",2022-02-08
"Aeroflot, MEA",SVO,RUH,20h 40m ,2 stops ,"14,327 SAR ",2022-02-08
"Aeroflot, Emirates",SVO,RUH,15h 05m ,2 stops ,"16,064 SAR ",2022-02-08
"Aeroflot, Emirates",SVO,RUH,20h 40m ,2 stops ,"16,064 SAR ",2022-02-08
Multiple Airlines,SVO,RUH,16h 40m ,2 stops ,"17,546 SAR ",2022-02-08
Multiple Airlines,SVO,RUH,15h 40m ,2 stops ,"17,827 SAR ",2022-02-08
Multiple Airlines,SVO,RUH,18h 00m ,2 stops ,"19,517 SAR ",2022-02-08
Multiple Airlines,SVO,RUH,17h 10m ,2 stops ,"19,547 SAR ",2022-02-08
Multiple Airlines,SVO,RUH,15h 10m ,2 stops ,"21,012 SAR ",2022-02-08
Multiple Airlines,SVO,RUH,18h 15m ,2 stops ,"23,772 SAR ",2022-02-08
Qatar Airways,SVO,RUH,8h 30m ,1 stop ,"1,619 SAR ",2022-02-09
Qatar Airways,SVO,RUH,8h 30m ,1 stop ,"1,526 SAR ",2022-02-09
"Finnair, flynas",SVO,RUH,15h 25m ,2 stops ,"1,198 SAR ",2022-02-09
"Aeroflot, Egypt Air",SVO,RUH,10h 30m ,1 stop ,"1,809 SAR ",2022-02-09
"Aeroflot, flynas",SVO,RUH,15h 40m ,1 stop ,"1,456 SAR ",2022-02-09
Qatar Airways,SVO,RUH,20h 30m ,1 stop ,"1,541 SAR ",2022-02-09
"Aeroflot, Egypt Air",SVO,RUH,17h 00m ,1 stop ,"1,574 SAR ",2022-02-09
"Aeroflot, SAUDIA",SVO,RUH,14h 05m ,1 stop ,"1,729 SAR ",2022-02-09
"Aeroflot, SAUDIA",SVO,RUH,13h 35m ,1 stop ,"1,900 SAR ",2022-02-09
"Nordwind Airlines, Turkish Airlines",SVO,RUH,16h 20m ,1 stop ,"1,999 SAR ",2022-02-09
"Aeroflot, Turkish Airlines",SVO,RUH,15h 20m ,1 stop ,"2,154 SAR ",2022-02-09
"Aeroflot, SAUDIA",SVO,RUH,13h 05m ,1 stop ,"2,415 SAR ",2022-02-09
"Aeroflot, Emirates",SVO,RUH,10h 10m ,1 stop ,"2,542 SAR ",2022-02-09
KLM,SVO,RUH,17h 50m ,1 stop ,"2,635 SAR ",2022-02-09
"Nordwind Airlines, Royal Jordanian",SVO,RUH,12h 45m ,2 stops ,"1,790 SAR ",2022-02-09
"Aeroflot, flynas",SVO,RUH,20h 20m ,2 stops ,"1,517 SAR ",2022-02-09
Multiple Airlines,SVO,RUH,19h 00m ,2 stops ,"1,627 SAR ",2022-02-09
"Aeroflot, Gulf Air",SVO,RUH,17h 30m ,2 stops ,"1,824 SAR ",2022-02-09
Multiple Airlines,SVO,RUH,14h 40m ,2 stops ,"1,862 SAR ",2022-02-09
"Aeroflot, Royal Jordanian",SVO,RUH,16h 20m ,2 stops ,"1,958 SAR ",2022-02-09
"Aeroflot, Egypt Air",SVO,RUH,17h 50m ,2 stops ,"2,000 SAR ",2022-02-09
Multiple Airlines,SVO,RUH,14h 30m ,2 stops ,"2,210 SAR ",2022-02-09
"Finnair, Qatar Airways",SVO,RUH,13h 05m ,2 stops ,"2,346 SAR ",2022-02-09
"Nordwind Airlines, Royal Jordanian",SVO,RUH,20h 00m ,3 stops ,"1,611 SAR ",2022-02-09
"Nordwind Airlines, Royal Jordanian",SVO,RUH,20h 00m ,3 stops ,"1,611 SAR ",2022-02-09
"Nordwind Airlines, Egypt Air",SVO,RUH,15h 00m ,3 stops ,"1,651 SAR ",2022-02-09
Multiple Airlines,SVO,RUH,18h 30m ,3 stops ,"1,767 SAR ",2022-02-09
Multiple Airlines,SVO,RUH,16h 00m ,3 stops ,"1,794 SAR ",2022-02-09
Multiple Airlines,SVO,RUH,19h 20m ,3 stops ,"1,838 SAR ",2022-02-09
"Nordwind Airlines, Royal Jordanian",SVO,RUH,18h 15m ,3 stops ,"1,889 SAR ",2022-02-09
Multiple Airlines,SVO,RUH,15h 45m ,3 stops ,"2,077 SAR ",2022-02-09
Multiple Airlines,SVO,RUH,14h 30m ,3 stops ,"2,102 SAR ",2022-02-09
Multiple Airlines,SVO,RUH,15h 00m ,3 stops ,"2,102 SAR ",2022-02-09
Multiple Airlines,SVO,RUH,18h 15m ,2 stops ,"14,882 SAR ",2022-02-09
"Aeroflot, Emirates",SVO,RUH,15h 05m ,2 stops ,"16,051 SAR ",2022-02-09
"Aeroflot, Emirates",SVO,RUH,20h 40m ,2 stops ,"16,051 SAR ",2022-02-09
Qatar Airways,SVO,RUH,8h 30m ,1 stop ,"1,618 SAR ",2022-02-10
Qatar Airways,SVO,RUH,8h 30m ,1 stop ,"1,526 SAR ",2022-02-10
"Aeroflot, flynas",SVO,RUH,15h 40m ,1 stop ,"1,456 SAR ",2022-02-10
"Aeroflot, Air Arabia",SVO,RUH,12h 00m ,1 stop ,"1,513 SAR ",2022-02-10
"Aeroflot, Egypt Air",SVO,RUH,10h 30m ,1 stop ,"1,809 SAR ",2022-02-10
Qatar Airways,SVO,RUH,20h 30m ,1 stop ,"1,541 SAR ",2022-02-10
"Aeroflot, Egypt Air",SVO,RUH,17h 00m ,1 stop ,"1,806 SAR ",2022-02-10
"Aeroflot, SAUDIA",SVO,RUH,13h 35m ,1 stop ,"1,817 SAR ",2022-02-10
"Aeroflot, flynas",SVO,RUH,12h 00m ,1 stop ,"1,853 SAR ",2022-02-10
"Air France, SAUDIA",SVO,RUH,12h 25m ,1 stop ,"2,402 SAR ",2022-02-10
"Aeroflot, Turkish Airlines",SVO,RUH,15h 20m ,1 stop ,"2,168 SAR ",2022-02-10
"Aeroflot, SAUDIA",SVO,RUH,13h 05m ,1 stop ,"2,415 SAR ",2022-02-10
"Aeroflot, SAUDIA",SVO,RUH,15h 15m ,1 stop ,"2,460 SAR ",2022-02-10
KLM,SVO,RUH,17h 50m ,1 stop ,"2,635 SAR ",2022-02-10
Multiple Airlines,SVO,RUH,14h 40m ,2 stops ,"1,862 SAR ",2022-02-10
"Nordwind Airlines, Royal Jordanian",SVO,RUH,17h 30m ,2 stops ,"1,797 SAR ",2022-02-10
"Nordwind Airlines, Egypt Air",SVO,RUH,19h 00m ,2 stops ,"1,835 SAR ",2022-02-10
"Aeroflot, Gulf Air",SVO,RUH,17h 30m ,2 stops ,"1,851 SAR ",2022-02-10
"Aeroflot, Egypt Air",SVO,RUH,18h 35m ,2 stops ,"1,897 SAR ",2022-02-10
Multiple Airlines,SVO,RUH,21h 00m ,2 stops ,"2,024 SAR ",2022-02-10
"Aeroflot, flydubai",SVO,RUH,19h 40m ,2 stops ,"2,107 SAR ",2022-02-10
"Qatar Airways, flyadeal",SVO,RUH,15h 15m ,2 stops ,"2,233 SAR ",2022-02-10
Multiple Airlines,SVO,RUH,15h 10m ,2 stops ,"2,431 SAR ",2022-02-10
Air France,SVO,RUH,16h 30m ,2 stops ,"2,702 SAR ",2022-02-10
Air France,SVO,RUH,16h 30m ,2 stops ,"2,702 SAR ",2022-02-10
"Finnair, Qatar Airways",SVO,RUH,13h 05m ,2 stops ,"3,102 SAR ",2022-02-10
Multiple Airlines,SVO,RUH,16h 00m ,3 stops ,"1,793 SAR ",2022-02-10
Multiple Airlines,SVO,RUH,21h 05m ,3 stops ,"1,828 SAR ",2022-02-10
"Nordwind Airlines, Royal Jordanian",SVO,RUH,17h 00m ,3 stops ,"1,866 SAR ",2022-02-10
"Nordwind Airlines, Egypt Air",SVO,RUH,18h 30m ,3 stops ,"1,904 SAR ",2022-02-10
Multiple Airlines,SVO,RUH,20h 40m ,3 stops ,"2,000 SAR ",2022-02-10
Multiple Airlines,SVO,RUH,15h 45m ,3 stops ,"2,009 SAR ",2022-02-10
Multiple Airlines,SVO,RUH,19h 05m ,3 stops ,"2,015 SAR ",2022-02-10
Multiple Airlines,SVO,RUH,14h 50m ,3 stops ,"2,312 SAR ",2022-02-10
Multiple Airlines,SVO,RUH,20h 50m ,3 stops ,"2,490 SAR ",2022-02-10
Multiple Airlines,SVO,RUH,20h 25m ,3 stops ,"2,511 SAR ",2022-02-10
Multiple Airlines,SVO,RUH,19h 15m ,3 stops ,"2,784 SAR ",2022-02-10
"KLM, SAUDIA",SVO,RUH,13h 45m ,2 stops ,"9,283 SAR ",2022-02-10
"Aeroflot, Emirates",SVO,RUH,15h 05m ,2 stops ,"16,051 SAR ",2022-02-10
"Aeroflot, Emirates",SVO,RUH,20h 40m ,2 stops ,"16,051 SAR ",2022-02-10
Multiple Airlines,SVO,RUH,16h 40m ,2 stops ,"17,546 SAR ",2022-02-10
Multiple Airlines,SVO,RUH,15h 40m ,2 stops ,"17,827 SAR ",2022-02-10
Multiple Airlines,SVO,RUH,16h 10m ,2 stops ,"19,473 SAR ",2022-02-10
Multiple Airlines,SVO,RUH,17h 10m ,2 stops ,"19,547 SAR ",2022-02-10
Multiple Airlines,SVO,RUH,18h 15m ,2 stops ,"23,772 SAR ",2022-02-10
Qatar Airways,SVO,RUH,8h 30m ,1 stop ,"1,647 SAR ",2022-02-11
KLM,SVO,RUH,29h 25m ,1 stop ,"2,661 SAR ",2022-02-11
Qatar Airways,SVO,RUH,8h 30m ,1 stop ,"1,701 SAR ",2022-02-12
Qatar Airways,SVO,RUH,8h 30m ,1 stop ,"1,615 SAR ",2022-02-12
"Aeroflot, flynas",SVO,RUH,15h 40m ,1 stop ,"1,456 SAR ",2022-02-12
"Aeroflot, SAUDIA",SVO,RUH,14h 05m ,1 stop ,"1,729 SAR ",2022-02-12
"Aeroflot, Egypt Air",SVO,RUH,10h 30m ,1 stop ,"2,013 SAR ",2022-02-12
Qatar Airways,SVO,RUH,20h 30m ,1 stop ,"1,629 SAR ",2022-02-12
"Aeroflot, Egypt Air",SVO,RUH,17h 00m ,1 stop ,"1,967 SAR ",2022-02-12
"Aeroflot, SAUDIA",SVO,RUH,13h 35m ,1 stop ,"1,976 SAR ",2022-02-12
"Aeroflot, flynas",SVO,RUH,12h 00m ,1 stop ,"2,004 SAR ",2022-02-12
"Aeroflot, Turkish Airlines",SVO,RUH,10h 35m ,1 stop ,"2,154 SAR ",2022-02-12
"Nordwind Airlines, Air Arabia",SVO,RUH,17h 15m ,1 stop ,"1,862 SAR ",2022-02-12
"Aeroflot, Turkish Airlines",SVO,RUH,15h 10m ,1 stop ,"2,169 SAR ",2022-02-12
"Nordwind Airlines, Turkish Airlines",SVO,RUH,16h 20m ,1 stop ,"2,201 SAR ",2022-02-12
KLM,SVO,RUH,17h 50m ,1 stop ,"2,635 SAR ",2022-02-12
"Aeroflot, flynas",SVO,RUH,20h 20m ,2 stops ,"1,517 SAR ",2022-02-12
Multiple Airlines,SVO,RUH,14h 40m ,2 stops ,"1,913 SAR ",2022-02-12
"Finnair, Qatar Airways",SVO,RUH,13h 05m ,2 stops ,"2,429 SAR ",2022-02-12
Air France,SVO,RUH,16h 30m ,2 stops ,"2,702 SAR ",2022-02-12
Air France,SVO,RUH,16h 30m ,2 stops ,"2,702 SAR ",2022-02-12
Multiple Airlines,SVO,RUH,16h 40m ,3 stops ,"1,764 SAR ",2022-02-12
Multiple Airlines,SVO,RUH,19h 35m ,3 stops ,"1,764 SAR ",2022-02-12
Multiple Airlines,SVO,RUH,16h 00m ,3 stops ,"1,769 SAR ",2022-02-12
Multiple Airlines,SVO,RUH,19h 20m ,3 stops ,"1,889 SAR ",2022-02-12
Multiple Airlines,SVO,RUH,19h 20m ,3 stops ,"1,902 SAR ",2022-02-12
Multiple Airlines,SVO,RUH,15h 45m ,3 stops ,"1,999 SAR ",2022-02-12
Multiple Airlines,SVO,RUH,15h 55m ,3 stops ,"2,872 SAR ",2022-02-12
Multiple Airlines,SVO,RUH,15h 25m ,3 stops ,"2,876 SAR ",2022-02-12
Multiple Airlines,SVO,RUH,15h 20m ,3 stops ,"3,190 SAR ",2022-02-12
Multiple Airlines,SVO,RUH,16h 25m ,3 stops ,"3,700 SAR ",2022-02-12
"Aeroflot, SAUDIA",SVO,RUH,19h 50m ,2 stops ,"7,502 SAR ",2022-02-12
"KLM, SAUDIA",SVO,RUH,13h 45m ,2 stops ,"9,283 SAR ",2022-02-12
"Aeroflot, Emirates",SVO,RUH,15h 05m ,2 stops ,"16,051 SAR ",2022-02-12
"Aeroflot, Emirates",SVO,RUH,20h 40m ,2 stops ,"16,051 SAR ",2022-02-12
"Aeroflot, SriLankan Airlines",SVO,RUH,20h 00m ,1 stop ,"20,779 SAR ",2022-02-12
Qatar Airways,SVO,RUH,8h 30m ,1 stop ,"1,623 SAR ",2022-02-13
Qatar Airways,SVO,RUH,8h 30m ,1 stop ,"1,526 SAR ",2022-02-13
"Finnair, flyadeal",SVO,RUH,14h 25m ,2 stops ,"1,161 SAR ",2022-02-13
"Aeroflot, Egypt Air",SVO,RUH,10h 30m ,1 stop ,"1,832 SAR ",2022-02-13
"Aeroflot, flynas",SVO,RUH,15h 40m ,1 stop ,"1,456 SAR ",2022-02-13
"Aeroflot, SAUDIA",SVO,RUH,14h 05m ,1 stop ,"1,676 SAR ",2022-02-13
"Nordwind Airlines, Turkish Airlines",SVO,RUH,11h 35m ,1 stop ,"2,004 SAR ",2022-02-13
Qatar Airways,SVO,RUH,20h 30m ,1 stop ,"1,541 SAR ",2022-02-13
"Aeroflot, Egypt Air",SVO,RUH,17h 00m ,1 stop ,"1,829 SAR ",2022-02-13
"Aeroflot, flynas",SVO,RUH,12h 00m ,1 stop ,"1,853 SAR ",2022-02-13
"Aeroflot, flyadeal",SVO,RUH,15h 00m ,1 stop ,"1,875 SAR ",2022-02-13
"Aeroflot, Turkish Airlines",SVO,RUH,10h 35m ,1 stop ,"2,168 SAR ",2022-02-13
"Aeroflot, SAUDIA",SVO,RUH,16h 20m ,1 stop ,"2,432 SAR ",2022-02-13
"Aeroflot, MEA",SVO,RUH,15h 00m ,1 stop ,"2,506 SAR ",2022-02-13
"Finnair, flynas",SVO,RUH,15h 25m ,2 stops ,"1,198 SAR ",2022-02-13
"Aeroflot, flynas",SVO,RUH,20h 20m ,2 stops ,"1,432 SAR ",2022-02-13
Multiple Airlines,SVO,RUH,15h 00m ,2 stops ,"1,671 SAR ",2022-02-13
"airBaltic, flynas",SVO,RUH,14h 40m ,2 stops ,"1,862 SAR ",2022-02-13
"Finnair, Qatar Airways",SVO,RUH,13h 05m ,2 stops ,"2,346 SAR ",2022-02-13
Multiple Airlines,SVO,RUH,14h 00m ,2 stops ,"2,366 SAR ",2022-02-13
Multiple Airlines,SVO,RUH,19h 25m ,3 stops ,"1,723 SAR ",2022-02-13
Multiple Airlines,SVO,RUH,16h 00m ,3 stops ,"1,769 SAR ",2022-02-13
Multiple Airlines,SVO,RUH,18h 25m ,3 stops ,"1,887 SAR ",2022-02-13
Multiple Airlines,SVO,RUH,19h 20m ,3 stops ,"1,910 SAR ",2022-02-13
Multiple Airlines,SVO,RUH,21h 00m ,2 stops ,"2,024 SAR ",2022-02-13
Multiple Airlines,SVO,RUH,15h 45m ,3 stops ,"2,051 SAR ",2022-02-13
"Aeroflot, flydubai",SVO,RUH,19h 40m ,2 stops ,"2,125 SAR ",2022-02-13
Multiple Airlines,SVO,RUH,19h 50m ,3 stops ,"2,251 SAR ",2022-02-13
Multiple Airlines,SVO,RUH,21h 00m ,3 stops ,"2,257 SAR ",2022-02-13
Multiple Airlines,SVO,RUH,20h 25m ,3 stops ,"2,390 SAR ",2022-02-13
"Pobeda, MEA",SVO,RUH,18h 35m ,3 stops ,"2,587 SAR ",2022-02-13
Multiple Airlines,SVO,RUH,17h 50m ,2 stops ,"15,652 SAR ",2022-02-13
"Aeroflot, Emirates",SVO,RUH,15h 05m ,2 stops ,"16,051 SAR ",2022-02-13
"Aeroflot, Emirates",SVO,RUH,20h 40m ,2 stops ,"16,051 SAR ",2022-02-13
"Aeroflot, Emirates",SVO,RUH,15h 05m ,2 stops ,"16,064 SAR ",2022-02-13
"Aeroflot, Emirates",SVO,RUH,20h 40m ,2 stops ,"16,064 SAR ",2022-02-13
Multiple Airlines,SVO,RUH,17h 50m ,2 stops ,"16,474 SAR ",2022-02-13
Multiple Airlines,SVO,RUH,18h 25m ,2 stops ,"17,350 SAR ",2022-02-13
Multiple Airlines,SVO,RUH,16h 40m ,2 stops ,"17,546 SAR ",2022-02-13
Multiple Airlines,SVO,RUH,15h 40m ,2 stops ,"17,827 SAR ",2022-02-13
Multiple Airlines,SVO,RUH,17h 10m ,2 stops ,"19,547 SAR ",2022-02-13
Multiple Airlines,SVO,RUH,18h 15m ,2 stops ,"23,772 SAR ",2022-02-13
"Aeroflot, Emirates",SVO,RUH,15h 15m ,2 stops ,"37,218 SAR ",2022-02-13
Qatar Airways,SVO,RUH,8h 30m ,1 stop ,"1,623 SAR ",2022-02-14
Qatar Airways,SVO,RUH,8h 30m ,1 stop ,"1,526 SAR ",2022-02-14
"Aeroflot, flynas",SVO,RUH,20h 20m ,2 stops ,"1,432 SAR ",2022-02-14
"Aeroflot, SAUDIA",SVO,RUH,14h 05m ,1 stop ,"1,729 SAR ",2022-02-14
"Aeroflot, SAUDIA",SVO,RUH,13h 35m ,1 stop ,"1,817 SAR ",2022-02-14
"Aeroflot, Egypt Air",SVO,RUH,10h 30m ,1 stop ,"1,819 SAR ",2022-02-14
"Aeroflot, flynas",SVO,RUH,15h 40m ,1 stop ,"1,456 SAR ",2022-02-14
Qatar Airways,SVO,RUH,20h 30m ,1 stop ,"1,541 SAR ",2022-02-14
"Aeroflot, flynas",SVO,RUH,12h 00m ,1 stop ,"1,853 SAR ",2022-02-14
"Nordwind Airlines, Turkish Airlines",SVO,RUH,16h 20m ,1 stop ,"2,039 SAR ",2022-02-14
"Aeroflot, Turkish Airlines",SVO,RUH,10h 35m ,1 stop ,"2,168 SAR ",2022-02-14
"Air France, SAUDIA",SVO,RUH,12h 25m ,1 stop ,"2,402 SAR ",2022-02-14
"Aeroflot, SAUDIA",SVO,RUH,13h 05m ,1 stop ,"2,415 SAR ",2022-02-14
"Aeroflot, Turkish Airlines",SVO,RUH,15h 10m ,1 stop ,"2,207 SAR ",2022-02-14
"Aeroflot, Egypt Air",SVO,RUH,17h 00m ,1 stop ,"2,332 SAR ",2022-02-14
KLM,SVO,RUH,17h 50m ,1 stop ,"2,635 SAR ",2022-02-14
Multiple Airlines,SVO,RUH,14h 40m ,2 stops ,"1,862 SAR ",2022-02-14
"Nordwind Airlines, Royal Jordanian",SVO,RUH,17h 30m ,2 stops ,"1,883 SAR ",2022-02-14
"Aeroflot, Gulf Air",SVO,RUH,17h 30m ,2 stops ,"1,891 SAR ",2022-02-14
"Nordwind Airlines, Egypt Air",SVO,RUH,19h 00m ,2 stops ,"1,892 SAR ",2022-02-14
"Aeroflot, Egypt Air",SVO,RUH,18h 35m ,2 stops ,"1,894 SAR ",2022-02-14
"Finnair, Qatar Airways",SVO,RUH,13h 05m ,2 stops ,"2,346 SAR ",2022-02-14
Multiple Airlines,SVO,RUH,21h 00m ,2 stops ,"2,024 SAR ",2022-02-14
Multiple Airlines,SVO,RUH,17h 30m ,2 stops ,"2,131 SAR ",2022-02-14
Air France,SVO,RUH,16h 30m ,2 stops ,"2,702 SAR ",2022-02-14
Air France,SVO,RUH,16h 30m ,2 stops ,"2,702 SAR ",2022-02-14
"Nordwind Airlines, Egypt Air",SVO,RUH,19h 45m ,3 stops ,"1,746 SAR ",2022-02-14
Multiple Airlines,SVO,RUH,16h 00m ,3 stops ,"1,794 SAR ",2022-02-14
"Nordwind Airlines, Royal Jordanian",SVO,RUH,18h 15m ,3 stops ,"1,800 SAR ",2022-02-14
Multiple Airlines,SVO,RUH,20h 30m ,3 stops ,"1,812 SAR ",2022-02-14
Multiple Airlines,SVO,RUH,19h 20m ,3 stops ,"1,838 SAR ",2022-02-14
Multiple Airlines,SVO,RUH,19h 45m ,3 stops ,"1,981 SAR ",2022-02-14
Multiple Airlines,SVO,RUH,19h 05m ,3 stops ,"2,000 SAR ",2022-02-14
Multiple Airlines,SVO,RUH,15h 45m ,3 stops ,"2,010 SAR ",2022-02-14
Multiple Airlines,SVO,RUH,20h 15m ,3 stops ,"2,028 SAR ",2022-02-14
"Pobeda, MEA",SVO,RUH,19h 00m ,3 stops ,"2,444 SAR ",2022-02-14
Multiple Airlines,SVO,RUH,20h 55m ,3 stops ,"2,455 SAR ",2022-02-14
Multiple Airlines,SVO,RUH,18h 15m ,2 stops ,"12,820 SAR ",2022-02-14
"Aeroflot, MEA",SVO,RUH,20h 40m ,2 stops ,"13,319 SAR ",2022-02-14
Multiple Airlines,SVO,RUH,15h 40m ,2 stops ,"19,101 SAR ",2022-02-14
Multiple Airlines,SVO,RUH,16h 10m ,2 stops ,"20,752 SAR ",2022-02-14
Qatar Airways,SVO,RUH,8h 30m ,1 stop ,"1,623 SAR ",2022-02-15
Qatar Airways,SVO,RUH,8h 30m ,1 stop ,"1,526 SAR ",2022-02-15
"Aeroflot, flynas",SVO,RUH,20h 20m ,2 stops ,"1,432 SAR ",2022-02-15
"Aeroflot, SAUDIA",SVO,RUH,14h 05m ,1 stop ,"1,729 SAR ",2022-02-15
"Aeroflot, Egypt Air",SVO,RUH,10h 30m ,1 stop ,"1,832 SAR ",2022-02-15
"Aeroflot, SAUDIA",SVO,RUH,13h 35m ,1 stop ,"1,873 SAR ",2022-02-15
"Aeroflot, flynas",SVO,RUH,15h 40m ,1 stop ,"1,456 SAR ",2022-02-15
Qatar Airways,SVO,RUH,20h 30m ,1 stop ,"1,541 SAR ",2022-02-15
"Aeroflot, flynas",SVO,RUH,12h 00m ,1 stop ,"1,830 SAR ",2022-02-15
"Aeroflot, flyadeal",SVO,RUH,15h 00m ,1 stop ,"1,852 SAR ",2022-02-15
"Air France, SAUDIA",SVO,RUH,12h 25m ,1 stop ,"2,402 SAR ",2022-02-15
"Aeroflot, Egypt Air",SVO,RUH,17h 00m ,1 stop ,"2,332 SAR ",2022-02-15
"Aeroflot, Turkish Airlines",SVO,RUH,15h 20m ,1 stop ,"2,418 SAR ",2022-02-15
"Aeroflot, flydubai",SVO,RUH,11h 35m ,1 stop ,"2,472 SAR ",2022-02-15
"Nordwind Airlines, Royal Jordanian",SVO,RUH,17h 30m ,2 stops ,"1,755 SAR ",2022-02-15
"Nordwind Airlines, Egypt Air",SVO,RUH,19h 00m ,2 stops ,"1,787 SAR ",2022-02-15
Multiple Airlines,SVO,RUH,14h 40m ,2 stops ,"1,862 SAR ",2022-02-15
"Finnair, Qatar Airways",SVO,RUH,13h 05m ,2 stops ,"2,346 SAR ",2022-02-15
Multiple Airlines,SVO,RUH,14h 00m ,2 stops ,"2,468 SAR ",2022-02-15
"Aeroflot, flydubai",SVO,RUH,19h 40m ,2 stops ,"2,125 SAR ",2022-02-15
Multiple Airlines,SVO,RUH,13h 50m ,2 stops ,"2,303 SAR ",2022-02-15
Multiple Airlines,SVO,RUH,19h 15m ,3 stops ,"1,631 SAR ",2022-02-15
Multiple Airlines,SVO,RUH,16h 00m ,3 stops ,"1,769 SAR ",2022-02-15
"Nordwind Airlines, Royal Jordanian",SVO,RUH,17h 00m ,3 stops ,"1,787 SAR ",2022-02-15
Multiple Airlines,SVO,RUH,18h 30m ,3 stops ,"1,794 SAR ",2022-02-15
"Nordwind Airlines, Egypt Air",SVO,RUH,18h 30m ,3 stops ,"1,819 SAR ",2022-02-15
"Nordwind Airlines, Egypt Air",SVO,RUH,18h 30m ,3 stops ,"2,029 SAR ",2022-02-15
Multiple Airlines,SVO,RUH,15h 45m ,3 stops ,"2,051 SAR ",2022-02-15
"Nordwind Airlines, Gulf Air",SVO,RUH,19h 00m ,3 stops ,"2,075 SAR ",2022-02-15
"Pobeda, MEA",SVO,RUH,18h 35m ,3 stops ,"2,458 SAR ",2022-02-15
Multiple Airlines,SVO,RUH,16h 00m ,2 stops ,"3,172 SAR ",2022-02-15
"KLM, SAUDIA",SVO,RUH,13h 45m ,2 stops ,"9,283 SAR ",2022-02-15
"Aeroflot, MEA",SVO,RUH,20h 40m ,2 stops ,"14,327 SAR ",2022-02-15
"Aeroflot, Emirates",SVO,RUH,15h 05m ,2 stops ,"16,064 SAR ",2022-02-15
"Aeroflot, Emirates",SVO,RUH,20h 40m ,2 stops ,"16,064 SAR ",2022-02-15
Multiple Airlines,SVO,RUH,16h 40m ,2 stops ,"17,546 SAR ",2022-02-15
Multiple Airlines,SVO,RUH,15h 40m ,2 stops ,"17,827 SAR ",2022-02-15
Multiple Airlines,SVO,RUH,18h 00m ,2 stops ,"19,517 SAR ",2022-02-15
Multiple Airlines,SVO,RUH,17h 10m ,2 stops ,"19,547 SAR ",2022-02-15
Multiple Airlines,SVO,RUH,15h 10m ,2 stops ,"21,012 SAR ",2022-02-15
Multiple Airlines,SVO,RUH,18h 15m ,2 stops ,"23,772 SAR ",2022-02-15
Qatar Airways,SVO,RUH,8h 30m ,1 stop ,"1,623 SAR ",2022-02-16
